scenario,scenarioLabel,throttlingProfile,throttlingLabel,runIndex,timestamp,coldPayloadKB,coldRequests,cold_htmlDocumentKB,cold_jsPayloadKB,cold_apiPayloadKB,cold_cssPayloadKB,cold_staticAssetKB,warmNavigationMs,warmPayloadKB,warmRequests,warmCachedRequests,warmNetworkRequests,warmNetworkPayloadKB,warm_htmlDocumentKB,warm_jsPayloadKB,warm_apiPayloadKB,warm_cssPayloadKB,warm_staticAssetKB,warmTtfbMs,warmDomContentLoadedMs,warmTransferSizeBytes,cacheHitRate,payloadReductionPct
baseline2,Legacy (Baseline 2),4g,4G (Mobil),25,2026-04-01T07:42:31.796Z,865.91,104,17.35,575.73,106.09,72.35,85.96,1159,38.21,96,2,94,38.21,17.28,1.81,19.12,0,0.0,71.59999999403954,152.0,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),26,2026-04-01T07:42:40.138Z,865.88,104,17.36,575.69,106.09,72.36,85.97,1191,41.02,96,2,94,41.02,17.34,4.55,19.13,0,0.0,79.2000000178814,182.9000000059605,13248,2.1,95.3
baseline2,Legacy (Baseline 2),4g,4G (Mobil),27,2026-04-01T07:42:48.370Z,865.87,104,17.38,575.67,106.08,72.36,85.96,1196,38.23,96,2,94,38.23,17.3,1.81,19.12,0,0.0,102.7000000178814,187.9000000059605,13246,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),28,2026-04-01T07:42:56.626Z,866.03,104,17.44,575.81,106.08,72.32,85.97,1251,38.94,96,2,94,38.94,17.33,2.49,19.12,0,0.0,80.30000001192093,241.69999998807907,13248,2.1,95.5
baseline2,Legacy (Baseline 2),4g,4G (Mobil),29,2026-04-01T07:43:04.820Z,865.92,104,17.38,575.72,106.08,72.36,85.96,1201,38.95,96,2,94,38.95,17.33,2.49,19.12,0,0.0,76.40000000596046,188.4000000059605,13248,2.1,95.5
baseline2,Legacy (Baseline 2),4g,4G (Mobil),30,2026-04-01T07:43:13.243Z,866.0,104,17.4,575.77,106.09,72.36,85.97,1166,38.29,96,2,94,38.29,17.36,1.81,19.12,0,0.0,79.69999998807907,157.09999999403954,13246,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),31,2026-04-01T07:43:21.562Z,866.0,104,17.44,575.74,106.08,72.36,85.97,1356,38.77,96,2,94,38.77,17.29,2.35,19.13,0,0.0,125.09999999403954,233.10000002384183,13248,2.1,95.5
baseline2,Legacy (Baseline 2),4g,4G (Mobil),32,2026-04-01T07:43:29.830Z,865.95,104,17.37,575.75,106.09,72.36,85.97,1194,38.24,96,2,94,38.24,17.32,1.81,19.11,0,0.0,102.0,184.9000000059605,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),33,2026-04-01T07:43:38.004Z,865.9,104,17.36,575.73,106.09,72.36,85.96,1185,38.29,96,2,94,38.29,17.36,1.81,19.12,0,0.0,95.09999999403954,176.90000000596046,13246,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),34,2026-04-01T07:43:46.304Z,865.91,104,17.44,575.68,106.09,72.32,85.96,1195,38.75,96,2,94,38.75,17.28,2.35,19.12,0,0.0,87.2000000178814,186.9000000059605,13246,2.1,95.5
baseline2,Legacy (Baseline 2),4g,4G (Mobil),35,2026-04-01T07:43:54.743Z,865.94,104,17.44,575.68,106.08,72.36,85.97,1170,38.25,96,2,94,38.25,17.32,1.81,19.12,0,0.0,80.2000000178814,162.40000000596046,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),36,2026-04-01T07:44:03.075Z,865.97,104,17.4,575.75,106.08,72.36,85.96,1197,38.74,96,2,94,38.74,17.27,2.35,19.12,0,0.0,72.59999999403954,189.2999999821186,13246,2.1,95.5
baseline2,Legacy (Baseline 2),4g,4G (Mobil),37,2026-04-01T07:44:11.706Z,866.23,105,17.4,575.77,106.33,72.35,85.96,1292,40.13,96,2,94,40.13,17.29,3.72,19.12,0,0.0,165.7000000178814,284.7000000178814,13248,2.1,95.4
baseline2,Legacy (Baseline 2),4g,4G (Mobil),38,2026-04-01T07:44:19.989Z,866.1,104,17.45,575.82,106.08,72.36,85.97,1268,38.9,96,2,94,38.9,17.28,2.49,19.12,0,0.0,83.59999999403954,260.2999999821186,13246,2.1,95.5
baseline2,Legacy (Baseline 2),4g,4G (Mobil),39,2026-04-01T07:44:28.935Z,865.92,104,17.39,575.75,106.09,72.32,85.96,1770,38.24,96,2,94,38.24,17.3,1.81,19.13,0,0.0,86.90000000596046,169.09999999403954,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),40,2026-04-01T07:44:37.368Z,865.85,104,17.35,575.67,106.08,72.36,85.97,1369,38.91,96,2,94,38.91,17.29,2.49,19.12,0,0.0,75.7999999821186,283.5,13248,2.1,95.5
baseline2,Legacy (Baseline 2),4g,4G (Mobil),41,2026-04-01T07:44:45.784Z,866.05,104,17.39,575.8,106.08,72.4,85.97,1265,40.19,96,2,94,40.19,17.35,3.72,19.12,0,0.0,135.89999997615814,256.59999999403954,13246,2.1,95.4
baseline2,Legacy (Baseline 2),4g,4G (Mobil),42,2026-04-01T07:44:53.894Z,865.8,104,17.37,575.68,106.08,72.31,85.96,1184,38.24,96,2,94,38.24,17.31,1.81,19.12,0,0.0,91.60000002384186,175.7000000178814,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),43,2026-04-01T07:45:02.414Z,866.19,105,17.39,575.74,106.33,72.36,85.96,1182,38.22,96,2,94,38.22,17.3,1.81,19.12,0,0.0,91.09999999403954,174.09999999403954,13246,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),44,2026-04-01T07:45:10.705Z,865.86,104,17.37,575.67,106.08,72.35,85.96,1290,38.9,96,2,94,38.9,17.28,2.49,19.13,0,0.0,79.2999999821186,199.09999999403956,13246,2.1,95.5
baseline2,Legacy (Baseline 2),4g,4G (Mobil),45,2026-04-01T07:45:19.188Z,866.0,104,17.48,575.71,106.07,72.36,85.97,1161,38.21,96,2,94,38.21,17.28,1.81,19.12,0,0.0,72.59999999403954,152.90000000596046,13246,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),46,2026-04-01T07:45:27.505Z,865.85,104,17.36,575.69,106.09,72.32,85.97,1175,38.22,96,2,94,38.22,17.28,1.81,19.13,0,0.0,83.39999997615814,165.7999999821186,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),47,2026-04-01T07:45:35.757Z,865.98,104,17.36,575.84,106.08,72.32,85.97,1170,38.23,96,2,94,38.23,17.29,1.81,19.13,0,0.0,85.90000000596046,164.40000000596046,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),48,2026-04-01T07:45:44.296Z,865.97,104,17.35,575.75,106.09,72.4,85.97,1171,38.22,96,2,94,38.22,17.28,1.81,19.13,0,0.0,79.40000000596046,162.0,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),49,2026-04-01T07:45:52.958Z,865.98,104,17.39,575.75,106.1,72.36,85.97,1508,38.23,96,2,94,38.23,17.29,1.81,19.13,0,0.0,308.5,391.90000000596046,13248,2.1,95.6
baseline2,Legacy (Baseline 2),4g,4G (Mobil),50,2026-04-01T07:46:01.255Z,865.98,104,17.43,575.72,106.08,72.36,85.97,1294,38.31,96,2,94,38.31,17.38,1.81,19.12,0,0.0,200.3999999761581,285.80000001192093,13248,2.1,95.6
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),1,2026-04-01T08:36:16.658Z,1193.96,136,14.93,755.78,237.09,25.86,160.3,2770,50.66,123,6,117,50.66,0.4,2.05,16.98,0,31.24,0.0,96.40000000596046,0,4.9,95.8
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),2,2026-04-01T08:36:53.299Z,1125.04,128,14.98,755.84,236.7,25.81,91.72,4780,46.75,123,6,117,46.75,0.4,1.37,16.98,0,28.0,0.0999999940395355,95.59999999403954,0,4.9,95.8
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),3,2026-04-01T08:37:37.905Z,1532.74,148,14.98,755.83,237.77,25.81,498.35,4020,56.26,129,6,123,56.26,0.4,0.69,16.96,0,38.21,0.0,65.19999998807907,0,4.7,96.3
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),4,2026-04-01T08:38:13.616Z,1103.43,127,14.97,755.82,236.53,25.86,70.24,4323,195.84,135,6,129,195.84,0.4,2.07,17.24,0,176.14,0.0999999940395355,103.09999999403954,0,4.4,82.3
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),5,2026-04-01T08:38:48.404Z,1126.2,128,14.98,755.91,237.42,25.81,92.07,2818,82.08,126,6,120,82.08,0.4,0.0,17.02,0,64.66,0.0999999940395355,65.80000001192093,0,4.8,92.7
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),6,2026-04-01T08:39:26.226Z,1247.97,141,14.93,755.86,237.14,25.81,214.23,3196,180.06,125,6,119,180.06,0.4,2.06,17.1,0,160.5,0.0,93.7999999821186,0,4.8,85.6
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),7,2026-04-01T08:40:00.902Z,1123.28,128,14.96,755.68,237.02,25.86,89.75,2866,72.84,128,6,122,72.84,0.4,0.68,17.37,0,54.39,0.0,146.80000001192093,0,4.7,93.5
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),8,2026-04-01T08:40:35.252Z,1116.09,127,14.96,755.74,236.83,25.81,82.75,2665,270.06,128,6,122,270.06,0.4,0.0,17.25,0,252.42,0.0,66.69999998807907,0,4.7,75.8
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),9,2026-04-01T08:41:11.823Z,1176.47,132,14.95,755.75,237.01,25.86,142.9,3410,181.15,124,6,118,181.15,0.4,0.69,16.46,0,163.6,0.0999999940395355,67.09999999403954,0,4.8,84.6
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),10,2026-04-01T08:41:45.148Z,1111.5,128,14.97,755.79,236.48,25.81,78.44,2293,28.5,123,6,117,28.5,0.4,1.37,16.55,0,10.18,0.0,90.0,0,4.9,97.4
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),11,2026-04-01T08:42:20.812Z,1150.06,128,14.96,755.65,236.88,25.86,116.7,3406,79.75,127,6,121,79.75,0.4,0.0,16.6,0,62.75,0.0,69.5,0,4.7,93.1
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),12,2026-04-01T08:42:57.255Z,1223.37,131,15.0,755.92,236.96,25.86,189.64,2533,36.78,123,6,117,36.78,0.4,0.0,17.45,0,18.93,0.0999999940395355,68.5,0,4.9,97.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),13,2026-04-01T08:43:34.283Z,1329.84,132,14.98,755.86,236.93,25.86,296.21,2430,40.52,125,6,119,40.52,0.4,1.37,17.16,0,21.59,0.0,102.2000000178814,0,4.8,97.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),14,2026-04-01T08:44:09.803Z,1136.36,130,14.97,755.68,236.52,25.81,103.39,3407,232.46,137,6,131,232.46,0.4,4.79,17.07,0,210.2,0.0,317.19999998807907,0,4.4,79.5
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),15,2026-04-01T08:44:50.512Z,1379.31,129,14.95,755.77,236.41,25.81,346.37,3749,13.43,119,6,113,13.43,0.4,2.05,10.98,0,0.0,0.0999999940395355,97.80000001192091,0,5.0,99.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),16,2026-04-01T08:45:26.460Z,1113.24,126,14.94,755.74,236.93,25.81,79.81,3836,12.75,119,6,113,12.75,0.4,1.38,10.98,0,0.0,0.1000000238418579,65.19999998807907,0,5.0,98.9
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),17,2026-04-01T08:46:01.968Z,1142.65,129,15.04,755.76,236.38,25.81,109.66,3237,55.91,125,6,119,55.91,0.4,0.69,17.01,0,37.81,0.1000000238418579,69.5,0,4.8,95.1
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),18,2026-04-01T08:46:36.453Z,1088.58,125,15.0,755.78,231.2,25.81,60.8,4019,58.06,123,6,117,58.06,0.47,2.75,16.88,0,37.96,0.0999999940395355,92.59999999403954,0,4.9,94.7
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),19,2026-04-01T08:47:20.693Z,1640.53,133,15.01,756.57,236.69,25.86,606.4,3151,36.55,123,6,117,36.55,0.4,2.71,17.1,0,16.34,0.0,68.09999999403954,0,4.9,97.8
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),20,2026-04-01T08:47:55.792Z,1130.71,133,15.02,755.84,237.54,25.81,96.49,2966,141.8,128,6,122,141.8,0.4,0.69,16.45,0,124.27,0.0,67.90000000596046,0,4.7,87.5
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),21,2026-04-01T08:48:32.079Z,1206.55,128,14.96,755.73,237.73,25.81,172.32,2890,89.58,127,6,121,89.58,0.4,0.0,16.76,0,72.43,0.0999999940395355,67.19999998807907,0,4.7,92.6
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),22,2026-04-01T08:49:15.041Z,1487.01,136,14.99,755.81,237.16,25.81,453.24,4020,606.32,138,6,132,606.32,0.4,1.36,17.19,0,587.37,0.0,92.69999998807909,0,4.3,59.2
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),23,2026-04-01T08:49:50.326Z,1157.45,132,14.92,755.59,236.82,25.81,124.3,2698,329.03,127,6,121,329.03,0.47,3.43,16.88,0,308.25,0.1000000238418579,104.5,0,4.7,71.6
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),24,2026-04-01T08:50:26.509Z,1124.13,126,15.04,755.8,236.95,25.81,90.52,4383,11.58,120,6,114,11.58,0.4,0.0,11.18,0,0.0,0.0,66.10000002384186,0,5.0,99.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),25,2026-04-01T08:51:01.701Z,1168.2,129,14.95,755.81,236.39,25.81,135.24,2382,54.35,125,6,119,54.35,0.4,0.7,16.69,0,36.56,0.0,81.0,0,4.8,95.3
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),26,2026-04-01T08:51:36.360Z,1088.55,125,14.97,755.79,231.17,25.81,60.8,3105,169.29,125,6,119,169.29,0.4,1.36,17.15,0,150.38,0.1000000238418579,185.80000001192093,0,4.8,84.4
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),27,2026-04-01T08:52:12.878Z,1158.89,133,14.99,755.87,237.53,25.81,124.69,4426,69.09,125,6,119,69.09,0.4,2.74,16.88,0,49.07,0.0999999940395355,120.40000000596046,0,4.8,94.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),28,2026-04-01T08:52:48.212Z,1088.61,125,15.06,755.77,231.17,25.81,60.8,3810,12.02,119,6,113,12.02,0.4,0.69,10.93,0,0.0,0.0,67.09999999403954,0,5.0,98.9
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),29,2026-04-01T08:53:29.406Z,1393.96,135,14.95,755.59,237.15,25.81,360.46,3640,133.32,128,6,122,133.32,0.4,1.38,17.12,0,114.42,0.0,68.40000000596046,0,4.7,90.4
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),30,2026-04-01T08:54:10.833Z,1444.51,132,15.04,755.8,236.75,25.81,411.12,4486,12.27,120,6,114,12.27,0.4,0.68,11.18,0,0.0,0.0,172.09999999403954,0,5.0,99.2
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),31,2026-04-01T08:54:48.206Z,1306.93,140,14.98,755.72,237.08,25.81,273.34,3433,103.44,131,6,125,103.44,0.4,5.49,17.43,0,80.12,0.0999999940395355,134.5,0,4.6,92.1
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),32,2026-04-01T08:55:23.802Z,1162.13,129,15.0,755.75,236.7,25.81,128.88,2851,172.5,129,6,123,172.5,0.47,2.05,17.03,0,152.95,0.0,98.2999999821186,0,4.7,85.2
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),33,2026-04-01T08:55:59.668Z,1197.04,128,14.97,755.58,236.28,25.81,164.4,2409,27.29,122,6,116,27.29,0.4,1.37,17.13,0,8.39,0.0,93.19999998807909,0,4.9,97.7
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),34,2026-04-01T08:56:34.629Z,1161.62,130,15.05,755.7,237.11,25.85,127.91,2308,51.09,123,6,117,51.09,0.4,2.06,16.96,0,31.68,0.0999999940395355,97.2999999821186,0,4.9,95.6
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),35,2026-04-01T08:57:08.064Z,1133.16,124,14.97,755.87,236.5,25.81,100.02,2816,109.18,127,6,121,109.18,0.47,3.43,16.6,0,88.68,0.0999999940395355,68.0,0,4.7,90.4
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),36,2026-04-01T08:57:42.734Z,1120.81,130,14.96,755.63,236.73,25.81,87.67,2836,78.98,127,6,121,78.98,0.47,3.42,17.1,0,57.99,0.0999999940395355,98.80000001192091,0,4.7,93.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),37,2026-04-01T08:58:38.229Z,1203.77,132,15.05,755.75,237.07,25.81,170.08,12134,78.44,127,6,121,78.44,0.4,2.06,16.68,0,59.3,0.0999999940395355,61.20000001788139,0,4.7,93.5
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),38,2026-04-01T08:59:33.522Z,1109.18,127,14.98,755.69,237.08,25.81,75.63,14262,12.01,120,6,114,12.01,0.4,0.69,10.93,0,0.0,0.0,98.59999999403954,0,5.0,98.9
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),39,2026-04-01T09:00:17.911Z,1134.91,130,14.95,755.86,237.17,25.81,101.12,12363,69.06,124,6,118,69.06,0.4,0.69,16.39,0,51.59,0.0999999940395355,67.60000002384186,0,4.8,93.9
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),40,2026-04-01T09:01:14.849Z,1274.75,131,15.07,755.77,236.62,25.85,241.44,13163,195.17,128,6,122,195.17,0.4,1.35,16.46,0,176.95,0.0,69.69999998807907,0,4.7,84.7
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),41,2026-04-01T09:02:02.165Z,1226.18,131,14.96,755.77,236.54,25.81,193.11,3437,113.8,134,6,128,113.8,0.47,2.75,17.14,0,93.45,0.0,141.10000002384186,0,4.5,90.7
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),42,2026-04-01T09:02:38.804Z,1193.7,127,15.04,755.66,236.87,25.8,160.32,3337,155.6,127,6,121,155.6,0.4,2.06,17.3,0,135.84,0.199999988079071,138.5,0,4.7,87.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),43,2026-04-01T09:03:14.512Z,1153.53,131,14.95,755.62,236.84,25.81,120.32,3207,103.45,126,6,120,103.45,0.4,0.68,16.66,0,85.71,0.2999999821186065,67.7000000178814,0,4.8,91.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),44,2026-04-01T09:03:50.129Z,1122.95,130,14.98,755.78,236.57,25.88,89.73,3745,11.33,119,6,113,11.33,0.4,0.0,10.93,0,0.0,0.0,67.5,0,5.0,99.0
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),45,2026-04-01T09:04:26.734Z,1167.22,129,15.04,755.84,236.76,25.85,133.74,2629,53.31,125,6,119,53.31,0.4,3.42,16.72,0,32.77,0.0,107.40000000596046,0,4.8,95.4
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),46,2026-04-01T09:05:00.915Z,1124.5,130,15.01,755.74,236.68,25.85,91.23,3272,97.88,125,6,119,97.88,0.4,2.05,16.79,0,78.63,0.0,91.90000000596046,0,4.8,91.3
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),47,2026-04-01T09:05:35.066Z,1088.63,125,15.04,755.76,231.18,25.84,60.81,2589,146.38,128,6,122,146.38,0.4,0.0,17.44,0,128.53,0.0999999940395355,68.40000000596046,0,4.7,86.6
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),48,2026-04-01T09:06:09.276Z,1121.09,130,14.97,755.72,236.65,25.85,87.91,2372,17.23,125,11,114,17.23,0.4,0.0,16.83,0,0.0,0.199999988079071,59.79999998211861,0,8.8,98.5
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),49,2026-04-01T09:06:48.388Z,1256.63,131,14.99,755.7,236.72,25.85,223.38,4451,82.75,123,6,117,82.75,0.4,0.0,16.85,0,65.51,0.0,67.60000002384186,0,4.9,93.4
prototype,Kestrel-Kit (Prototyp),worst_case,Worst-Case (Stress),50,2026-04-01T09:07:24.012Z,1105.41,126,15.04,755.62,236.47,25.81,72.46,4418,133.79,126,6,120,133.79,0.4,0.68,16.91,0,115.8,0.0,67.7000000178814,0,4.8,87.9
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),1,2026-04-01T09:50:18.231Z,842.92,102,18.52,566.94,106.37,61.09,77.39,1881,39.49,94,2,92,39.49,18.48,1.85,19.17,0,0.0,789.7999999821186,873.4000000059605,14481,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),2,2026-04-01T09:50:45.047Z,843.09,102,18.44,567.06,106.38,61.14,77.44,1279,39.5,94,2,92,39.5,18.48,1.85,19.17,0,0.0,190.5,272.09999999403954,14479,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),3,2026-04-01T09:51:12.372Z,842.98,102,18.46,566.94,106.38,61.15,77.44,1819,41.65,94,2,92,41.65,18.57,3.92,19.17,0,0.0,587.6999999880791,710.1999999880791,14487,2.1,95.1
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),4,2026-04-01T09:51:39.211Z,842.99,102,18.44,566.94,106.38,61.18,77.44,1297,39.49,94,2,92,39.49,18.46,1.85,19.17,0,0.0,208.4000000059605,289.09999999403954,14483,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),5,2026-04-01T09:52:06.211Z,842.96,102,18.45,566.93,106.39,61.19,77.39,1488,41.38,94,2,92,41.38,18.44,3.78,19.16,0,0.0,271.69999998807907,481.59999999403954,14476,2.1,95.1
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),6,2026-04-01T09:52:33.259Z,843.07,102,18.49,567.0,106.38,61.2,77.39,1433,42.97,94,2,92,42.97,18.52,5.28,19.17,0,0.0,233.7000000178814,432.1999999880791,14479,2.1,94.9
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),7,2026-04-01T09:53:00.228Z,842.91,102,18.47,566.88,106.38,61.18,77.39,1288,39.51,94,2,92,39.51,18.49,1.85,19.17,0,0.0,202.3999999761581,280.40000000596046,14484,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),8,2026-04-01T09:53:27.227Z,843.13,102,18.51,567.15,106.38,61.1,77.38,1378,40.86,94,2,92,40.86,18.45,3.25,19.17,0,0.0,227.2000000178814,369.90000000596046,14481,2.1,95.2
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),9,2026-04-01T09:53:54.144Z,843.49,102,18.54,567.25,106.39,61.24,77.44,1295,39.47,94,2,92,39.47,18.44,1.85,19.17,0,0.0,202.19999998807907,286.40000000596046,14483,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),10,2026-04-01T09:54:20.973Z,843.42,102,18.47,567.26,106.39,61.25,77.44,1344,39.54,94,2,92,39.54,18.51,1.85,19.17,0,0.0,257.2000000178814,337.80000001192093,14478,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),11,2026-04-01T09:54:47.856Z,843.43,102,18.51,567.27,106.39,61.25,77.39,1329,39.46,94,2,92,39.46,18.45,1.85,19.17,0,0.0,238.10000002384183,322.30000001192093,14478,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),12,2026-04-01T09:55:14.669Z,843.38,102,18.5,567.24,106.38,61.24,77.39,1298,39.53,94,2,92,39.53,18.51,1.85,19.17,0,0.0,205.9000000059605,290.30000001192093,14478,2.1,95.3
baseline,Legacy (Baseline 1),worst_case,Worst-Case (Stress),13,2026-04-01T09:55:41.479Z,843.32,102,18.43,567.26,106.38,61.24,77.39,1307,39.54,94,2,92,39.54,18.52,1.85,19.17,0,0.0,213.19999998807907,298.19999998807907,14477,2.1,95.3
